,id,pred_avg,pred_stdev,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,I01,,,0.2888142,0.23780768,0.22103506,0.28239006,,0.30372223,0.24457905,0.18755299,0.24308872,0.31841257,0.36771417,0.2726215,0.29352087,0.2234079,0.33234367,,0.2219965,0.28977105,0.27325404,0.315425
1,I02,0.31016797,0.04636038,0.33304948,0.3249715,0.28700656,0.29395446,0.26428327,0.33092746,0.31714198,0.23323306,0.29100683,0.31687218,0.4030901,0.28648892,0.33736816,0.28307736,0.3545068,0.18623626,0.32944334,0.33179387,0.3320227,0.36688456
2,I03,,,0.21653278,0.15072337,0.12356068,0.2071614,0.15504089,0.2361266,0.23304571,,0.14416248,0.17439339,0.29583597,0.17747486,0.23350462,,0.26409587,,0.21970657,0.2429604,0.18289487,0.19879076
3,I04,,,0.215455,0.1446702,0.120435454,0.20773838,0.15226568,0.2348364,0.23382416,,0.14212883,0.17271644,0.29578882,0.17701839,0.23321472,,0.26471484,,0.21949805,0.2423073,0.18186507,0.196659
4,I05,0.3105548,0.046217192,0.3333786,0.32524306,0.2874348,0.29479071,0.2647522,0.33141342,0.31745026,0.23320034,0.29120463,0.31711957,0.40327147,0.28662586,0.33782834,0.28368643,0.35523283,0.18759452,0.32968968,0.3320233,0.33231047,0.36684585
5,I06,,,0.21478386,0.14083739,0.11861777,0.20806918,0.15087123,0.23436025,0.23417626,,0.14096138,0.17181642,0.29576474,0.17659287,0.23296969,,0.26523358,,0.21953624,0.2418536,0.18124297,0.19541486
6,I07,0.27295882,0.06376708,0.2959503,0.08361208,0.2681595,0.30202052,0.16771626,0.32993087,0.26216874,0.26714218,0.26512146,0.3231927,0.35108703,0.32122895,0.31788978,0.24156839,0.35379893,0.1829281,0.28673673,0.29971614,0.26712024,0.27208737
7,I08,0.27386203,0.067601696,0.29743546,0.055774573,0.27221847,0.3076829,0.17346035,0.3337432,0.26341864,0.26958174,0.26490408,0.3258767,0.35300833,0.32146534,0.32047844,0.24327895,0.35727847,0.19500758,0.28643137,0.2971717,0.26854736,0.27047685
8,I09,,,0.29669988,,0.2721723,0.30877402,0.17096393,0.33386847,0.26394743,0.26954198,0.26408106,0.32634526,0.35301757,0.32158804,0.320817,0.24255942,0.35698935,0.19601278,0.28520575,0.2957784,0.267713,0.2680167
9,I10,,,0.2962558,,0.27214012,0.30942318,0.1694847,0.33395147,0.2642483,0.26953906,0.2635847,0.32662854,0.35300952,0.32167006,0.3210206,0.24212891,0.35681808,0.19667223,0.28449214,0.29494163,0.26722538,0.26652074
10,I11,0.27785343,0.061997406,0.30010316,0.087261505,0.275007,0.3090746,0.1831748,0.33602446,0.26286995,0.27158454,0.2668056,0.3264885,0.35412905,0.32126486,0.32144704,0.2461009,0.3603539,0.20078923,0.28937528,0.298695,0.2715975,0.27492124
11,I12,0.33329076,0.03076738,0.3444765,0.30363235,0.31556052,0.32397056,0.3346577,0.36830282,0.33412954,0.29520923,0.30817753,0.32715076,0.38568544,0.32450444,0.36545637,0.30586392,0.38147217,0.25879002,0.37300825,0.34314328,0.3380137,0.33461046
12,I13,0.3358023,0.030350197,0.3460341,0.3035286,0.31950906,0.33203042,0.34066847,0.37205172,0.33503836,0.29687744,0.30818975,0.330635,0.38759524,0.32479805,0.36807168,0.30873507,0.38432443,0.26661265,0.3756785,0.34151432,0.33919635,0.3349571
13,I14,0.3357502,0.03042003,0.34587547,0.3011981,0.31942585,0.33362812,0.34056738,0.37236255,0.33551297,0.29677835,0.3077596,0.3314349,0.38765588,0.32510012,0.36865616,0.30850738,0.38423774,0.26772597,0.37583727,0.34054264,0.3387878,0.33340946
14,I15,0.3357052,0.030469865,0.3457585,0.29975504,0.31938684,0.33454236,0.34049648,0.37255198,0.33577904,0.2966943,0.30750248,0.3319036,0.38766837,0.3252852,0.3689854,0.3083754,0.38416952,0.26841325,0.37592518,0.33994564,0.33855072,0.33241487
15,I16,0.33751693,0.030006792,0.3473053,0.3086543,0.32227746,0.33348188,0.34504282,0.3738176,0.3343985,0.2981023,0.3092177,0.3310681,0.38848382,0.32434878,0.3683359,0.3111396,0.38633567,0.26931742,0.3770264,0.3425679,0.34104285,0.3383739
16,I17,,,0.2223025,0.13044272,0.15830211,0.20195183,0.20837277,0.26781288,0.2125017,,0.16099808,0.19016804,0.271762,0.16805607,0.26444033,,0.28033584,,0.25869858,0.22130187,0.17371419,0.20162511
17,I18,,,0.22164783,0.12984563,0.1634711,0.20377764,0.21524993,0.2748805,0.20910215,,0.1599418,0.19026855,0.27115276,0.16216116,0.26340288,,0.2832071,,0.26308233,0.21635105,0.17102082,0.20350114
18,I19,,,0.22121154,0.12815139,0.16361052,0.20446101,0.21554758,0.2757811,0.2088221,,0.15913038,0.18963195,0.27105555,0.16100167,0.26298502,,0.28368005,,0.26375222,0.2153871,0.17046265,0.20311126
19,I20,,,0.26072395,0.20892829,0.21021578,0.2315446,0.26555258,0.32931256,0.2407838,0.1996026,0.25608984,0.2549079,0.3025747,0.2231519,0.31332988,0.20160015,0.32249945,,0.31321865,0.25948614,0.2563422,0.24702092
20,I21,,,0.26258075,0.21546103,0.21266061,0.22961761,0.26977655,0.33114755,0.23936798,0.19887745,0.25762376,0.25619024,0.30318484,0.22253633,0.3134545,0.20600651,0.32424858,,0.31458303,0.2608885,0.25794992,0.25112838
21,I22,,,0.22100683,0.1223739,0.15521643,0.20269075,0.2063546,0.26720285,0.2134622,,0.15896912,0.18788768,0.27166805,0.16759324,0.26400015,,0.2811144,,0.25856456,0.2204113,0.17219041,0.19897577
22,I23,,,0.22032642,0.12170794,0.16028829,0.20452395,0.21311161,0.2744265,0.21005212,0.008652364,0.15783533,0.1880166,0.2710689,0.16172604,0.2627948,,0.2840096,,0.2629228,0.21543175,0.16951743,0.20078401
23,I24,,,0.21988767,0.119857535,0.1604022,0.20522118,0.21336038,0.2753317,0.20977864,0.025204115,0.15701097,0.18736047,0.27097598,0.16058007,0.2623157,,0.28449932,,0.26358402,0.2144363,0.1689739,0.20035663
24,I25,,,0.2196268,0.118759595,0.16049951,0.20563816,0.21348934,0.27587983,0.20960519,0.03100572,0.15651965,0.18698148,0.2709222,0.1598942,0.26201934,,0.2847952,,0.2639823,0.21382447,0.16865268,0.20010331
25,I26,,,0.22095945,0.12599546,0.16364403,0.20417799,0.21708588,0.2771782,0.20825419,0.013829162,0.15905806,0.18948603,0.2709103,0.16002935,0.2629879,,0.28482577,,0.26439774,0.21405621,0.16908018,0.20297788
26,I27,0.3335467,0.030734291,0.34468436,0.30373102,0.3158726,0.32455593,0.33517116,0.3686184,0.33431697,0.29503807,0.30826876,0.3272907,0.38595286,0.32450247,0.36573392,0.30640188,0.38190362,0.25960073,0.3731301,0.34320453,0.33830228,0.33465338
27,I28,0.33602422,0.030332267,0.34623483,0.30355093,0.3197949,0.33255878,0.34115112,0.37236068,0.3352261,0.29660547,0.3082579,0.3307627,0.38780546,0.32481185,0.3683158,0.309262,0.38468507,0.2673995,0.37577653,0.34153762,0.33947638,0.33491123
28,I29,0.33596417,0.03040511,0.34607533,0.30119586,0.31971148,0.33413905,0.34103313,0.3726715,0.33570132,0.29648313,0.30782703,0.33156025,0.38785595,0.32511884,0.36889395,0.30903292,0.38458592,0.26851824,0.37592834,0.34055185,0.3390687,0.3333305
29,I30,0.33591446,0.03045708,0.3459586,0.29973257,0.31967106,0.3350429,0.34095183,0.37286198,0.33596724,0.29639196,0.3075728,0.33203012,0.38786167,0.3253049,0.3692224,0.30890143,0.38450995,0.26920608,0.37601104,0.33994535,0.33883187,0.3323136
30,I31,0.33773047,0.029990561,0.34749746,0.3086807,0.3225603,0.3340108,0.3454918,0.3741227,0.33458394,0.2978173,0.30928162,0.33119038,0.3886815,0.32436702,0.3685617,0.31166288,0.38667282,0.27007443,0.37711978,0.34259304,0.34131232,0.3383271
31,I32,,,0.22024176,0.11732408,0.1535077,0.20312391,0.20538686,0.2671477,0.21394159,,0.1578383,0.18654668,0.27161413,0.16716845,0.2636629,,0.28168842,,0.2586552,0.21970417,0.1712803,0.19738546
32,I33,,,0.21953318,0.11656542,0.15852818,0.20498906,0.21205513,0.27448094,0.21054532,0.02741157,0.15669794,0.18670195,0.27101824,0.16130756,0.26235294,,0.28462988,,0.26298356,0.21468066,0.16859408,0.19915442
33,I34,,,0.21908984,0.11457992,0.15866062,0.2056853,0.21224947,0.2753836,0.2102734,0.036038145,0.15585895,0.18609574,0.27092883,0.16017507,0.26181626,,0.28513375,,0.26364008,0.2136642,0.16805993,0.19870244
34,I35,,,0.21882547,0.11337131,0.1587627,0.20609951,0.21235342,0.27592936,0.21009943,0.040248763,0.15536273,0.1857562,0.2708782,0.15950274,0.2614688,,0.2854371,,0.26403564,0.21303564,0.16774273,0.1984347
35,I36,,,0.22015136,0.12106317,0.16188042,0.20465645,0.21601269,0.27725974,0.20873639,0.028767211,0.15792422,0.18818967,0.27086183,0.1596118,0.2625971,,0.28544945,,0.26448002,0.21330251,0.16813985,0.20137553
36,I37,0.27350822,0.06561504,0.29679537,0.069747694,0.27027792,0.3049673,0.17072202,0.33190095,0.262824,0.26846555,0.2650389,0.3245345,0.35207936,0.32155657,0.31952667,0.24228479,0.35559145,0.18919514,0.2867932,0.29847613,0.2679321,0.27145487
37,I38,0.2734174,0.06557592,0.29659843,0.070023626,0.27023447,0.30467236,0.1707153,0.3318875,0.2627011,0.26817083,0.26487228,0.32461345,0.35216188,0.3213914,0.31946057,0.2422231,0.35559484,0.18901846,0.28647548,0.2985051,0.26781225,0.27121565
38,I39,0.2729333,0.06687473,0.29640836,0.06237558,0.27023885,0.30567268,0.1690282,0.331972,0.26313454,0.2684083,0.2647326,0.32479376,0.35213766,0.3214073,0.31978616,0.24192701,0.3554516,0.189825,0.286012,0.2978282,0.2674914,0.27003512
39,I40,0.27238825,0.06823024,0.29620746,0.053831745,0.27019322,0.30595282,0.16868687,0.33191553,0.26326588,0.26841226,0.26412427,0.32489625,0.3521105,0.3214407,0.3194376,0.24217069,0.35535797,0.1899018,0.28571412,0.29749176,0.26721272,0.2694406
40,I41,0.27541,0.06280857,0.2978771,0.0855521,0.27170277,0.30538893,0.17554401,0.33288115,0.26244774,0.26926273,0.26563078,0.3249162,0.3526294,0.32135546,0.31955373,0.24396357,0.35716826,0.19209196,0.28802443,0.29928064,0.2693598,0.27356938
41,I42,,,0.2603995,0.24668902,0.18954803,0.23399173,0.21020906,0.2855488,0.25640512,0.13636437,0.23298705,0.24924645,0.3406125,0.22201057,0.29014853,0.18573515,0.30827084,,0.27168438,0.28139704,0.2641474,0.2824355
42,I43,,,0.24338816,0.11706638,0.20624316,0.239474,0.19790179,0.2980848,0.22607458,0.18622,0.22708946,0.2561718,0.30466214,0.243263,0.2891191,0.17283607,0.3147117,,0.27637213,0.25970304,0.21845852,0.22723687
43,I44,,,0.24406241,0.11008498,0.19525877,0.24248491,0.19881758,0.2967292,0.22453173,0.18450367,0.22582865,0.26210397,0.3019306,0.24104962,0.2878149,0.17173474,0.31336725,,0.27664155,0.25634986,0.21748525,0.22229056
44,I45,0.309843,0.037613746,0.32596806,0.22811165,0.29172668,0.31051886,0.27872953,0.35265222,0.3068819,0.28408593,0.29141715,0.32730255,0.3677448,0.3235699,0.3459173,0.27899063,0.36997253,0.23168808,0.34448764,0.3230853,0.30666813,0.30734113
45,I46,,,0.24092327,0.106837936,0.19490926,0.23952563,0.19845548,0.2996079,0.2232582,0.18645738,0.22070484,0.25935438,0.3017514,0.24851646,0.2922778,0.17559028,0.31448498,,0.2768285,0.2557375,0.21566397,0.22778936
46,I47,0.2735031,0.06522967,0.29668123,0.07217383,0.2700711,0.30477765,0.17072311,0.3318865,0.26266906,0.26822552,0.26492554,0.32461432,0.35215005,0.32126302,0.3193586,0.24222139,0.3555608,0.18910375,0.2864162,0.29846758,0.26766872,0.27110407
47,I48,0.2729308,0.066910475,0.29642862,0.06177172,0.27026084,0.3052689,0.16955462,0.33197603,0.26310292,0.26822022,0.26475906,0.32477877,0.3521883,0.32179248,0.319253,0.24250023,0.355402,0.18966421,0.285913,0.2978266,0.26740915,0.27054444
48,I49,0.27227765,0.068496756,0.29610023,0.052033916,0.27027643,0.30574414,0.16860351,0.3318853,0.26356098,0.26866627,0.2641325,0.3249469,0.3520161,0.3212923,0.31936938,0.24172303,0.355382,0.1900827,0.28536874,0.2973488,0.26710767,0.26991186
49,I50,0.27549446,0.062811546,0.2980453,0.08537156,0.2715544,0.30545726,0.17562982,0.33290917,0.26305398,0.2694378,0.26615363,0.32488084,0.35260808,0.32132635,0.31967106,0.24399306,0.35714924,0.19229594,0.28827196,0.29924417,0.26928163,0.2735545
50,I51,0.27290708,0.070216715,0.29708588,0.040216617,0.2721844,0.30824697,0.17227335,0.33377314,0.26369223,0.26956132,0.2644927,0.3260739,0.35300714,0.3215376,0.3207445,0.24292909,0.35713977,0.19557257,0.285814,0.29649317,0.26815575,0.2691483
51,I52,0.27186707,0.07344212,0.2968567,0.02129699,0.27220267,0.30855837,0.17157957,0.3338395,0.26380754,0.26958543,0.264249,0.3262399,0.35303068,0.32159856,0.32066202,0.2427136,0.35706073,0.195863,0.28555652,0.29626155,0.26791865,0.26846093
52,I53,0.2759459,0.064565174,0.29886824,0.07281014,0.27356857,0.30847433,0.17851408,0.33488566,0.26322973,0.2705572,0.26583326,0.32621554,0.3535415,0.32137853,0.32096156,0.24447908,0.35887417,0.19797088,0.28799435,0.29795328,0.27012026,0.27268773
53,I54,,,0.29647145,,0.27217865,0.30910087,0.1701962,0.33390957,0.26410943,0.26951203,0.26383328,0.32648864,0.35301355,0.32162952,0.3209078,0.24234279,0.3568943,0.19631101,0.28485996,0.29537836,0.26748657,0.26730072
54,I55,0.27531442,0.06608724,0.2983649,0.06376816,0.27359655,0.30903807,0.17713489,0.334944,0.26339328,0.27054974,0.26559588,0.32648656,0.35359073,0.32142198,0.3211233,0.24430588,0.3586171,0.1983333,0.28747,0.29728055,0.26969376,0.27157927
55,I56,0.27477393,0.06746926,0.29813007,0.05543805,0.27359146,0.30907887,0.17642495,0.3349594,0.26358694,0.27035213,0.2652216,0.32647553,0.3535653,0.32146335,0.32127127,0.24403703,0.3586565,0.19862726,0.2871787,0.29673114,0.26942852,0.27126053
56,I57,,,0.2584847,0.23642541,0.19060633,0.23288581,0.20672926,0.28734323,0.2595662,0.13879894,0.23235577,0.252233,0.33866212,0.22311638,0.28486001,0.18255547,0.308337,,0.2715037,0.28016713,0.26410472,0.27876002
57,I58,,,0.25608754,0.22676398,0.18471114,0.23119317,0.20356944,0.2882937,0.26961863,0.14182633,0.2323353,0.24586044,0.33822295,0.2277635,0.28517935,0.18943554,0.30516416,,0.27242365,0.28228533,0.26990607,0.27496263
58,I59,0.31035927,0.046286862,0.3332248,0.32510784,0.28722367,0.294362,0.26449668,0.33116886,0.3173085,0.23321874,0.29110226,0.31700072,0.40317398,0.28656796,0.33759668,0.28337666,0.35488108,0.1869212,0.32956547,0.33189553,0.3321492,0.3668435
59,I60,,,0.26234186,0.23606528,0.19249736,0.23305139,0.20774291,0.2887639,0.26860133,0.14390098,0.23308249,0.24708515,0.343059,0.2232159,0.2899336,0.18468076,0.30877295,,0.27267784,0.2848944,0.26129848,0.27273208
60,I61,,,0.2160103,0.14773469,0.12200794,0.20741978,0.15361851,0.23548168,0.23341553,,0.14313757,0.17356747,0.29582176,0.17724118,0.23338702,,0.2643989,,0.21959387,0.24264044,0.18238072,0.19773877
61,I62,,,0.26818514,0.2413725,0.18527077,0.23267162,0.20326474,0.28647038,0.27261293,0.137665,0.23466842,0.25012666,0.33849618,0.2212369,0.28809643,0.1795356,0.3055372,,0.27097583,0.28091168,0.2620676,0.28177682
62,I63,,,0.21566387,0.14592384,0.12113226,0.20761469,0.15292665,0.23524207,0.23364598,,0.14254382,0.1731222,0.29580915,0.17704423,0.23334816,,0.2646544,,0.21963419,0.24238847,0.18207686,0.19712006
63,I64,,,0.26096448,0.24060002,0.18328261,0.23320399,0.20357168,0.28604752,0.26002494,0.14314853,0.23328313,0.24794646,0.3396742,0.22633368,0.2868985,0.18292342,0.3078975,,0.27318308,0.28225303,0.26102462,0.26957157
64,I65,,,0.21512185,0.14278959,0.11953216,0.20792371,0.15155216,0.23460293,0.23398568,,0.141575,0.17227602,0.29576573,0.17681123,0.2331149,,0.2649728,,0.21950988,0.24208446,0.1815623,0.19604982
65,I66,,,0.2579983,0.23355386,0.18749177,0.23577288,0.20512801,0.28736612,0.25682187,0.14499637,0.23104718,0.24825719,0.33673272,0.23118275,0.28646594,0.18270022,0.30941316,,0.27165097,0.2846093,0.26771957,0.2834437
